bus_name,bus_type,departure_at,arrival_at,duration,price,seats,rating,route_name,route_link,state_name
Jolly Tours and Travels,A/C Sleeper (2+1),21:00,09:30,12h 30m,1530,11 Seats available,"3.9
26",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),20:30,10:00,13h 30m,INR 1400,19 Seats available,"2.9
212",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
Sugama Tourist,NON A/C Sleeper (2+1),20:30,08:45,12h 15m,INR 1550,2 Seats available,"3.5
39",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
Sea Bird Tourist,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,12:30,13h 00m,INR 1200,42 Seats available,"2.8
166",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
Kadamba Transport Corporation Limited (KTCL) - 5633,Volvo AC Seater 2+2,18:30,08:30,14h 00m,INR 800,31 Seats available,"3.6
215",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,07:15,13h 15m,INR 1099,20 Seats available,"4.4
551",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),18:30,07:10,12h 40m,INR 999,15 Seats available,"4.4
446",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),19:00,08:50,13h 50m,INR 895,31 Seats available,"4.3
498",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),17:00,06:40,13h 40m,INR 809,31 Seats available,"4.2
230",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Jolly Tours and Travels,A/C Sleeper (2+1),18:00,07:55,13h 55m,900,30 Seats available,3.6,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Streamline tours and travels,A/C Sleeper (2+1),18:00,06:30,12h 30m,INR 1000,27 Seats available,"4.1
409",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
VKV Travels,A/C Sleeper (2+1),13:30,02:15,12h 45m,1840,25 Seats available,"4.4
271",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Streamline tours and travels,A/C Sleeper (2+1),19:00,07:30,12h 30m,INR 1000,30 Seats available,"3.9
476",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Shanta Travels,NON A/C Sleeper (2+1),18:15,07:30,13h 15m,INR 910,20 Seats available,"4.1
307",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,07:30,14h 00m,INR 800,35 Seats available,"3.6
93",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Limousine Tours & Travels,A/C Sleeper (2+1),17:05,06:30,13h 25m,INR 1100,26 Seats available,New,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),18:00,06:35,12h 35m,INR 999,24 Seats available,"4.0
119",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Sea Bird Tourist,A/C Sleeper (2+1),20:30,09:30,13h 00m,INR 1000,32 Seats available,"3.0
288",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Sugama Tourist,NON A/C Sleeper (2+1),19:45,07:45,12h 00m,INR 1000,31 Seats available,"3.2
65",Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,KTCL-Goa
Kadamba Transport Corporation Limited (KTCL) - 116186,Volvo AC Seater 2+2,18:30,08:00,13h 30m,INR 800,23 Seats available,"4.1
303",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
Zingbus Plus,VE A/C Sleeper (2+1),20:25,11:55,15h 30m,1000,20 Seats available,"4.6
499",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),19:30,09:40,14h 10m,INR 1000,22 Seats available,"4.5
405",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
AdJolly Tours and Travels,VE A/C Sleeper (2+1),18:25,06:30,12h 05m,1350,33 Seats available,"4.1
140",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
Zingbus Plus,VE A/C Sleeper (2+1),19:40,10:15,14h 35m,1000,26 Seats available,"4.4
656",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),18:30,09:00,14h 30m,INR 1000,29 Seats available,"4.3
414",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,08:45,14h 35m,1000,21 Seats available,"4.2
623",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:30,08:10,12h 40m,INR 1000,24 Seats available,"4.3
276",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,11:05,15h 05m,INR 1000,23 Seats available,"4.2
301",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,06:15,14h 45m,INR 1000,28 Seats available,"4.2
290",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
"National Travels,Goa",NON A/C Sleeper (2+1),18:30,07:30,13h 00m,INR 800,21 Seats available,"4.2
224",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,12:35,14h 35m,INR 1000,27 Seats available,"4.1
345",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),21:00,11:20,14h 20m,INR 1000,29 Seats available,"4.1
349",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,05:00,15h 00m,INR 1050,29 Seats available,"4.1
320",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
"National Travels,Goa",A/C Sleeper (2+1),19:30,10:30,15h 00m,INR 1000,22 Seats available,"4.1
240",Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,KTCL-Goa
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,10:00,12h 45m,INR 735,38 Seats available,"3.4
103",Pandharpur to Goa,https://www.redbus.in/bus-tickets/pandharpur-to-goa,KTCL-Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:30,10h 45m,949,29 Seats available,"1.6
6",Pandharpur to Goa,https://www.redbus.in/bus-tickets/pandharpur-to-goa,KTCL-Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,05:00,09h 15m,INR 1099,30 Seats available,2.4,Pandharpur to Goa,https://www.redbus.in/bus-tickets/pandharpur-to-goa,KTCL-Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,05:00,09h 15m,INR 1427.62,30 Seats available,2.4,Pandharpur to Goa,https://www.redbus.in/bus-tickets/pandharpur-to-goa,KTCL-Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07:00,12h 00m,INR 735,36 Seats available,"3.0
122",Goa to Pandharpur,https://www.redbus.in/bus-tickets/goa-to-pandharpur,KTCL-Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,03:10,07h 25m,1424,30 Seats available,"1.0
4",Goa to Pandharpur,https://www.redbus.in/bus-tickets/goa-to-pandharpur,KTCL-Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),17:45,03:30,09h 45m,2089,30 Seats available,2.4,Goa to Pandharpur,https://www.redbus.in/bus-tickets/goa-to-pandharpur,KTCL-Goa
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,INR 850,38 Seats available,"3.8
87",Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,KTCL-Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),23:15,08:00,08h 45m,INR 2750,16 Seats available,"3.3
96",Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,KTCL-Goa
S R Travels,A/C Seater/Sleeper (2+1),18:45,07:00,12h 15m,INR 700,24 Seats available,"2.4
101",Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,KTCL-Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,06:30,12h 30m,949,29 Seats available,"2.9
7",Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,KTCL-Goa
Zingbus Plus,AC Sleeper (2+1),00:00,09:00,09h 00m,2722,23 Seats available,4.5,Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,KTCL-Goa
Sharma Travels,Bharat Benz A/C Sleeper (2+1),23:00,09:00,10h 00m,INR 2191,21 Seats available,3.8,Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,KTCL-Goa
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:00,11:45,01h 45m,INR 200,35 Seats available,"4.2
22",Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,KTCL-Goa
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30,15:15,01h 45m,INR 200,40 Seats available,"3.5
19",Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,KTCL-Goa
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,17:15,01h 45m,INR 200,41 Seats available,"4.1
20",Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,KTCL-Goa
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,INR 200,42 Seats available,"4.6
28",Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,KTCL-Goa
RSRTC - 174534,Express Non AC Seater 2+3,05:45,12:00,06h 15m,INR 299,42 Seats available,"5.0
1",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 194381,Deluxe AC Seater 2+2,06:00,11:15,05h 15m,INR 527,30 Seats available,"4.0
14",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 146395,Express Non AC Seater 2+3,06:45,14:00,07h 15m,INR 299,42 Seats available,"2.3
2",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 194422,Deluxe AC Seater 2+2,07:15,12:15,05h 00m,INR 531,28 Seats available,"3.0
10",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 194255,Express Non AC Seater 2+3,07:45,14:20,06h 35m,INR 299,46 Seats available,"5.0
1",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 174533,Express Non AC Seater 2+3,08:45,16:00,07h 15m,INR 299,42 Seats available,"4.6
3",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 191330,Express Non AC Seater 2+3,09:15,16:30,07h 15m,INR 294,42 Seats available,"5.0
1",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 190115,Express Non AC Seater 2+3,12:00,19:30,07h 30m,INR 294,42 Seats available,"5.0
1",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 169076,Express Non AC Seater 2+3,12:10,00:00,11h 50m,INR 299,42 Seats available,4.1,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 184043,Express Non AC Seater 2+3,12:45,19:00,06h 15m,INR 299,42 Seats available,"3.1
3",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),06:00,10:25,04h 25m,INR 485,51 Seats available,"4.6
459",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,21:30,04h 30m,INR 570,21 Seats available,"4.5
284",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,21:55,04h 45m,INR 485,41 Seats available,"4.4
453",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
AdKalpana Travels,NON A/C Sleeper (2+1),22:00,04:54,06h 54m,INR 550,30 Seats available,"4.1
109",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
Raj Travel,A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 550,26 Seats available,"4.6
113",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 172841,Super Luxury Volvo AC Seater Pushback 2+2,00:35,04:15,03h 40m,INR 424,37 Seats available,"5.0
1",Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSTC-Rajasthan
RSRTC - 179810,NON AC Seater / Sleeper 2+1,00:45,04:45,04h 00m,INR 282,37 Seats available,"5.0
1",Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSTC-Rajasthan
RSRTC - 189473,NON AC Seater / Sleeper 2+1,00:45,04:30,03h 45m,INR 282,37 Seats available,3.5,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSTC-Rajasthan
,,,,,,,,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSTC-Rajasthan
,,,,,,,,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSTC-Rajasthan
,,,,,,,,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSTC-Rajasthan
,,,,,,,,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSTC-Rajasthan
,,,,,,,,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSTC-Rajasthan
,,,,,,,,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSTC-Rajasthan
,,,,,,,,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSTC-Rajasthan
RSRTC - 182762,Express Non AC Seater 2+3,02:50,05:15,02h 25m,INR 129,42 Seats available,"1.0
2",Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSTC-Rajasthan
RSRTC - 185347,Express Non AC Seater 2+3,05:15,07:45,02h 30m,INR 129,42 Seats available,"1.0
1",Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSTC-Rajasthan
RSRTC - 188887,Express Non AC Seater 2+3,05:40,09:05,03h 25m,INR 165,42 Seats available,3.8,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSTC-Rajasthan
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSTC-Rajasthan
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSTC-Rajasthan
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSTC-Rajasthan
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSTC-Rajasthan
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSTC-Rajasthan
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSTC-Rajasthan
,,,,,,,,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSTC-Rajasthan
RSRTC - 179809,NON AC Seater / Sleeper 2+1,02:25,09:50,07h 25m,INR 448,37 Seats available,3.2,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 194409,Express Non AC Seater 2+3,04:45,12:30,07h 45m,INR 363,42 Seats available,3.2,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 194132,Deluxe AC Seater 2+2,05:45,13:15,07h 30m,INR 645,37 Seats available,3.2,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSTC-Rajasthan
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSTC-Rajasthan
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSTC-Rajasthan
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSTC-Rajasthan
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSTC-Rajasthan
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSTC-Rajasthan
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSTC-Rajasthan
,,,,,,,,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,RSTC-Rajasthan
RSRTC - 183716,Express Non AC Seater 2+3,05:45,14:00,08h 15m,INR 369,46 Seats available,"3.3
11",Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSTC-Rajasthan
RSRTC - 192489,Super Luxury Volvo AC Seater Pushback 2+2,11:00,17:00,06h 00m,INR 570,31 Seats available,"3.3
44",Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSTC-Rajasthan
RSRTC - 193803,NON AC Seater / Sleeper 2+1,12:31,19:30,06h 59m,INR 463,37 Seats available,"5.0
6",Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSTC-Rajasthan
RSRTC - 195763,Express Non AC Seater 2+3,12:40,19:40,07h 00m,INR 369,42 Seats available,3.4,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSTC-Rajasthan
,,,,,,,,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSTC-Rajasthan
,,,,,,,,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSTC-Rajasthan
,,,,,,,,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSTC-Rajasthan
,,,,,,,,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSTC-Rajasthan
,,,,,,,,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSTC-Rajasthan
,,,,,,,,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSTC-Rajasthan
RSRTC - 193591,NON AC Seater / Sleeper 2+1,00:00,15:00,15h 00m,INR 463,37 Seats available,"2.3
8",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
RSRTC - 195977,Express Non AC Seater 2+3,06:30,13:30,07h 00m,INR 369,42 Seats available, ,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
RSRTC - 185272,Express Non AC Seater 2+3,06:30,13:30,07h 00m,INR 369,42 Seats available,3.4,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
RSRTC - 194120,Semi Deluxe Non AC Seater 2+2,06:51,14:00,07h 09m,INR 411,35 Seats available,3.4,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
RSRTC - 183714,Express Non AC Seater 2+3,08:50,16:30,07h 40m,INR 369,46 Seats available,"2.0
14",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
RSRTC - 195350,Express Non AC Seater 2+3,18:40,00:00,05h 20m,INR 369,42 Seats available,"3.0
2",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
RSRTC - 178227,Express Non AC Seater 2+3,19:50,03:00,07h 10m,INR 369,42 Seats available,"2.3
3",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
RSRTC - 177697,Express Non AC Seater 2+3,20:50,04:50,08h 00m,INR 369,41 Seats available,"1.8
5",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
RSRTC - 190202,Express Non AC Seater 2+3,21:50,05:00,07h 10m,INR 369,42 Seats available,"3.7
9",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
RSRTC - 193797,NON AC Seater / Sleeper 2+1,22:01,04:30,06h 29m,INR 463,30 Seats available,"3.1
13",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
Rinku Travels,A/C Seater / Sleeper (2+1),21:15,04:25,07h 10m,INR 400,36 Seats available,"3.7
66",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,04:00,07h 00m,INR 599,27 Seats available,"3.1
102",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,04:55,07h 25m,INR 400,42 Seats available,"3.5
60",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
Shree Baba Travels,A/C Seater / Sleeper (2+1),21:00,04:30,07h 30m,INR 800,40 Seats available,"3.1
4",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
SHAGUN CARGO & TRAVELS,NON A/C Seater/ Sleeper (2+1),20:15,03:15,07h 00m,INR 600,32 Seats available,"3.7
3",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,RSTC-Rajasthan
RSRTC - 144042,Super Luxury Volvo AC Seater Pushback 2+2,00:00,11:00,11h 00m,INR 339,37 Seats available,"5.0
2",Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,RSTC-Rajasthan
RSRTC - 160781,Super Luxury Volvo AC Seater Pushback 2+2,00:00,12:50,12h 50m,INR 339,37 Seats available,"4.5
5",Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,RSTC-Rajasthan
RSRTC - 146314,Super Luxury Volvo AC Seater Pushback 2+2,06:15,09:00,02h 45m,INR 339,36 Seats available,"3.5
11",Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,RSTC-Rajasthan
RSRTC - 185141,Super Luxury Volvo AC Seater Pushback 2+2,07:15,10:00,02h 45m,INR 339,37 Seats available,"3.9
18",Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,RSTC-Rajasthan
RSRTC - 193585,Express Non AC Seater 2+3,07:40,10:55,03h 15m,INR 167,42 Seats available,"1.0
1",Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,RSTC-Rajasthan
RSRTC - 192577,Express Non AC Seater 2+3,08:00,11:20,03h 20m,INR 167,46 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,RSTC-Rajasthan
RSRTC - 194536,Super Luxury Volvo AC Seater Pushback 2+2,09:05,12:00,02h 55m,INR 339,37 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,RSTC-Rajasthan
RSRTC - 174461,Express Non AC Seater 2+3,09:30,12:45,03h 15m,INR 167,42 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer,RSTC-Rajasthan
