bus_name,bus_type,departure_at,arrival_at,duration,price,seats,rating,route_name,route_link,state_name
TGSRTC - 7904,Super Luxury (Non AC Seater 2+2 Push Back),14:40,22:10,07h 30m,INR 504,31 Seats available,"3.4
14",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TSRTC-Telangana
TGSRTC - 2611,Lahari Non A/C Sleeper Cum Seater,15:30,22:40,07h 10m,INR 504,42 Seats available,"3.0
19",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TSRTC-Telangana
TGSRTC - 1947,RAJDHANI (A.C. Semi Sleeper),15:45,22:45,07h 00m,INR 611,34 Seats available,"1.3
13",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TSRTC-Telangana
TGSRTC - 7920,Super Luxury (Non AC Seater 2+2 Push Back),16:20,23:50,07h 30m,INR 504,29 Seats available,"3.1
8",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TSRTC-Telangana
Sahara Tours and Travels,A/C Sleeper (2+1),22:30,04:45,06h 15m,INR 650,28 Seats available,"3.8
178",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TSRTC-Telangana
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,23:15,05h 15m,INR 900,42 Seats available,"3.7
303",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TSRTC-Telangana
Savera Tours and Travels,NON A/C Sleeper (2+1),22:15,05:30,07h 15m,INR 599,29 Seats available,"3.7
117",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TSRTC-Telangana
AdMDK TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,377,38 Seats available,"3.4
303",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TSRTC-Telangana
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,23:15,05h 15m,INR 600,45 Seats available,"3.4
256",Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,TSRTC-Telangana
APSRTC - 45776,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,14:40,08h 10m,INR 555,29 Seats available,"3.4
104",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,04:00,09h 30m,INR 555,34 Seats available,"3.4
29",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5070,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,03:15,08h 30m,INR 556,33 Seats available,"4.4
7",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 48821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04:15,09h 15m,INR 555,1 Seat available,"4.2
32",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04:00,09h 00m,INR 555,34 Seats available,"3.2
15",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5054,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,05:00,09h 45m,INR 556,33 Seats available,"2.2
15",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5994,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,05:45,10h 15m,INR 555,33 Seats available,"3.7
23",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5867,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,07:00,11h 30m,INR 602,34 Seats available,"3.0
3",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5181,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,04:40,09h 00m,INR 556,32 Seats available,"3.6
33",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5922,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,04:50,09h 05m,INR 555,33 Seats available,"4.7
9",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,05:00,09h 10m,INR 605,33 Seats available,"3.0
9",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5906,INDRA(A.C. Seater),20:00,05:30,09h 30m,INR 671,38 Seats available,"4.5
77",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,05:45,09h 30m,INR 555,19 Seats available,"4.1
61",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5020,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,04:15,07h 45m,INR 855,41 Seats available,"4.9
9",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5876,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:30,09h 00m,INR 555,22 Seats available,"4.0
55",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5381,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,07:00,10h 30m,INR 624,20 Seats available,"4.2
8",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5914,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,05:30,08h 50m,INR 555,22 Seats available,"3.6
48",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5928,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,05:00,08h 15m,INR 555,26 Seats available,"3.5
59",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5976,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,06:15,09h 25m,INR 590,33 Seats available,"5.0
1",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 58231,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,05:45,08h 55m,INR 555,18 Seats available,"4.3
39",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5863,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05:15,08h 15m,INR 555,33 Seats available,"4.1
40",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 48604,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:00,05:10,08h 10m,INR 852,40 Seats available,"4.4
74",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5902,STAR LINER(NON-AC SLEEPER 2+1),21:00,05:45,08h 45m,INR 719,27 Seats available,"4.0
103",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 45902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,06:30,09h 20m,INR 555,32 Seats available,"4.0
59",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5920,VENNELA (A.C. SLEEPER),21:15,05:30,08h 15m,INR 992,12 Seats available,"4.2
147",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5958,STAR LINER(NON-AC SLEEPER 2+1),21:15,05:25,08h 10m,INR 719,3 Seats available,3.9,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 48493,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05:45,08h 25m,INR 555,34 Seats available,"3.4
42",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 48601,INDRA(A.C. Seater),21:20,05:00,07h 40m,INR 671,37 Seats available,"4.1
94",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5904,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),21:25,05:30,08h 05m,INR 852,44 Seats available,3.9,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 9228,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,06:15,08h 25m,INR 555,22 Seats available,"4.3
63",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5379,INDRA(A.C. Seater),22:00,05:55,07h 55m,INR 671,37 Seats available,"4.0
126",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5974,STAR LINER(NON-AC SLEEPER 2+1),22:00,06:30,08h 30m,INR 719,24 Seats available,"4.1
24",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
APSRTC - 5726,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,06:15,08h 05m,INR 555,33 Seats available,"3.1
23",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),21:40,06:15,08h 35m,INR 700,21 Seats available,"4.4
295",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 600,23 Seats available,"4.4
255",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45,06:15,08h 30m,INR 540,24 Seats available,"4.4
252",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
AdVihari Travels ,NON AC Seater / Sleeper 2+1,22:00,06:35,08h 35m,INR 499,32 Seats available,"3.9
86",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,05:45,08h 15m,INR 1200,27 Seats available,"4.3
254",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Chandu Travels,A/C Sleeper (2+1),22:00,05:45,07h 45m,741,24 Seats available,"4.2
163",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,05:45,08h 15m,INR 1020,33 Seats available,"4.1
163",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,05:30,08h 00m,INR 1100,25 Seats available,"4.0
141",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
V Kaveri Travels,A/C Sleeper (2+1),22:00,06:15,08h 15m,INR 1100,29 Seats available,"4.2
84",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Kaveri Travels,A/C Sleeper (2+1),21:30,06:30,09h 00m,INR 800,24 Seats available,"3.6
261",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Sri Sahasra Tours and Travels,A/C Seater / Sleeper (2+1),21:00,05:30,08h 30m,INR 610,32 Seats available,"3.8
88",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Sri Krishna Travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 800,16 Seats available,"3.9
80",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Vikram Travels,A/C Seater / Sleeper (2+1),21:55,05:30,07h 35m,INR 609,37 Seats available,"4.4
45",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,INR 550,30 Seats available,"3.5
167",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,06:55,08h 25m,INR 690,40 Seats available,"3.4
275",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 600,32 Seats available,"3.5
122",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
VV Vinayak Travels,A/C Sleeper (2+1),22:15,06:00,07h 45m,INR 900,28 Seats available,"3.4
165",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
KKaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,04:30,07h 30m,INR 1400,29 Seats available,"3.6
89",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:15,07:00,09h 45m,INR 600,25 Seats available,"3.4
155",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
KMBT Travels,NON A/C Hi-Tech Push Back (2+2),21:10,05:30,08h 20m,570,31 Seats available,"3.4
102",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,INR 640,30 Seats available,"3.7
72",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,05:20,07h 50m,INR 1100,24 Seats available,"3.3
108",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,INR 450,36 Seats available,"3.1
295",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),20:00,05:00,09h 00m,INR 550,34 Seats available,"3.5
76",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),22:00,05:00,07h 00m,INR 490,33 Seats available,"3.5
61",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,TSRTC-Telangana
Kadamba Transport Corporation Limited (KTCL) - 89821,A/C Sleeper (2+1),19:15,05:50,10h 35m,INR 1100,8 Seats available,"3.8
333",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
Atmaram Gobus,VE A/C Sleeper (2+1),21:00,07:30,10h 30m,INR 1299,8 Seats available,"4.7
643",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,08:45,10h 15m,INR 1300,9 Seats available,"4.7
516",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:05,08:30,11h 25m,INR 1400,14 Seats available,"4.4
673",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:15,07:55,10h 40m,INR 999,27 Seats available,"4.4
477",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),22:30,09:10,10h 40m,1386,24 Seats available,"4.3
366",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),23:35,10:15,10h 40m,INR 1950,22 Seats available,"4.4
309",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
Zingbus Plus,VE A/C Sleeper (2+1),01:35,11:55,10h 20m,811,10 Seats available,"4.5
101",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
Zingbus Plus,VE A/C Sleeper (2+1),23:45,10:55,11h 10m,1386,26 Seats available,"4.3
407",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
Ashray Amrutyog,A/C Sleeper (2+1),22:05,09:30,11h 25m,INR 1400,13 Seats available,"4.3
548",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
Ashray Travels,Non A/C Seater / Sleeper (2+1),21:20,08:45,11h 25m,INR 899,16 Seats available,"4.3
509",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),20:30,06:55,10h 25m,INR 1499,27 Seats available,"4.3
433",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:30,09:20,10h 50m,INR 1499,23 Seats available,"4.3
330",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
Gogte Travels,A/C Sleeper (2+1),20:15,07:00,10h 45m,INR 1309,15 Seats available,"4.4
186",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),23:00,10:00,11h 00m,INR 1300,30 Seats available,"4.1
520",Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KTCL-Goa
Kadamba Transport Corporation Limited (KTCL) - 89820,A/C Sleeper (2+1),19:00,07:00,12h 00m,INR 900,18 Seats available,"3.1
306",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
Atmaram Gobus,VE A/C Sleeper (2+1),21:32,07:02,09h 30m,INR 900,26 Seats available,"4.8
716",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,07:45,09h 15m,INR 900,18 Seats available,"4.8
610",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
AdIntrCity SmartBus,AC Sleeper (2+1),18:30,05:25,10h 55m,INR 900,29 Seats available,"4.4
345",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,06:45,10h 15m,INR 600,32 Seats available,"4.5
491",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,10:00,11h 30m,INR 900,32 Seats available,"4.4
650",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,06:30,10h 30m,INR 500,40 Seats available,"4.4
644",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
Zingbus Plus,VE A/C Sleeper (2+1),20:50,07:10,10h 20m,900,20 Seats available,"4.6
186",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),21:00,07:05,10h 05m,INR 900,29 Seats available,"4.5
295",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:30,07:45,10h 15m,INR 900,25 Seats available,"4.4
512",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,04:45,10h 35m,900,21 Seats available,"4.0
324",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),20:00,06:15,10h 15m,INR 900,30 Seats available,"4.4
451",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),19:30,05:40,10h 10m,INR 900,22 Seats available,"4.4
291",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),18:00,06:10,12h 10m,INR 1000,28 Seats available,"4.5
147",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),19:00,05:30,10h 30m,INR 900,35 Seats available,"4.3
214",Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,KTCL-Goa
Kadamba Transport Corporation Limited (KTCL) - 97386,Volvo AC Seater Pushback 2+2,17:05,06:00,12h 55m,INR 800,20 Seats available,"3.7
356",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
Zingbus Plus,VE A/C Sleeper (2+1),20:00,11:55,15h 55m,1180,22 Seats available,"4.6
518",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),17:00,08:45,15h 45m,INR 1663,27 Seats available,"4.5
481",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
AdJolly Tours and Travels,VE A/C Sleeper (2+1),18:35,07:05,12h 30m,1350,17 Seats available,"4.2
226",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),19:40,10:15,14h 35m,INR 2167,22 Seats available,"4.5
392",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),17:00,09:10,16h 10m,1286,23 Seats available,"4.3
623",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),16:00,08:20,16h 20m,INR 1679,28 Seats available,"4.3
413",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
AdKonkan Travels National,A/C Sleeper (2+1),18:00,10:55,16h 55m,INR 1000,22 Seats available,"3.9
108",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
Zingbus Plus,VE A/C Sleeper (2+1),18:00,10:55,16h 55m,1286,26 Seats available,"4.3
394",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),13:00,06:00,17h 00m,INR 1210,33 Seats available,"4.2
288",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:55,09:35,13h 40m,INR 1500,17 Seats available,"4.1
294",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),14:30,07:30,17h 00m,INR 1210,35 Seats available,"4.0
267",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
Mascot Travels(M.Dev),A/C Sleeper (2+1),19:00,12:00,17h 00m,INR 1300,20 Seats available,"4.0
127",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
Global Travel Agency (GTA),A/C Sleeper (2+1),17:50,11:35,17h 45m,INR 1299,32 Seats available,"4.0
115",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
Konkan Travels National,NON A/C Sleeper (2+1),19:25,09:45,14h 20m,INR 899,20 Seats available,"4.0
115",Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,KTCL-Goa
Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00,10:15,13h 15m,INR 2599,10 Seats available,"4.4
510",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),21:20,10:15,12h 55m,INR 3699,1 Seat available,"4.4
388",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
Streamline tours and travels,A/C Sleeper (2+1),22:20,11:15,12h 55m,INR 2180,22 Seats available,"4.1
370",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),21:30,11:20,13h 50m,INR 3448,21 Seats available,"4.3
107",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
Streamline tours and travels,A/C Sleeper (2+1),21:00,10:00,13h 00m,INR 2450,19 Seats available,"4.0
465",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),20:15,08:45,12h 30m,INR 3299,1 Seat available,"4.2
150",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
IntrCity SmartBus,AC Sleeper (2+1),20:30,10:40,14h 10m,INR 2678,30 Seats available,"4.0
398",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
Shanta Travels,NON A/C Sleeper (2+1),19:30,08:20,12h 50m,INR 1810,18 Seats available,"4.0
330",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),18:00,07:00,13h 00m,INR 1300,26 Seats available,"3.2
279",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
VKV Travels,A/C Sleeper (2+1),22:55,10:00,11h 05m,2740,29 Seats available,"3.8
276",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
Sugama Tourist,NON A/C Sleeper (2+1),20:30,07:45,11h 15m,INR 1550,2 Seats available,"3.2
81",Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KTCL-Goa
