bus_name,bus_type,departure_at,arrival_at,duration,price,seats,rating,route_name,route_link,state_name
APSRTC - 3473,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,08:00,04h 30m,281.0,34 Seats available,4.1,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 23552,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,08:30,04h 30m,250.0,34 Seats available,4.8,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 23540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,09:00,04h 30m,250.0,34 Seats available,3.4,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 3333,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,08:25,03h 40m,281.0,34 Seats available,4.1,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 3405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,09:30,04h 30m,281.0,34 Seats available,4.4,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 35068,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:15,09:00,03h 45m,269.0,37 Seats available,3.6,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 3401,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,10:00,04h 30m,281.0,34 Seats available,3.5,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 27084,METRO LUXURY A/C,05:35,09:30,03h 55m,383.0,25 Seats available,4.4,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 2582,INDRA(A.C. Seater),06:00,10:00,04h 00m,302.0,33 Seats available,4.5,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 3337,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:10,09:50,03h 40m,281.0,38 Seats available,3.7,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 3325,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:20,10:35,04h 15m,250.0,34 Seats available,2.4,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 4906,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,11:40,05h 10m,281.0,34 Seats available,2.7,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,02:30,03h 50m,555.0,31 Seats available,4.4,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
Navayuga Travels,A/C Sleeper (2+1),22:00,02:10,04h 10m,790.0,21 Seats available,3.6,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
Sai Sree Travels,A/C Sleeper (2+1),20:10,02:30,06h 20m,1444.0,30 Seats available,2.5,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
Morning Star Travels,A/C Sleeper (2+1),21:10,02:25,05h 15m,790.0,23 Seats available,2.7,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
Sai Sree Travels,A/C Sleeper (2+1),23:00,03:15,04h 15m,1599.0,30 Seats available,2.5,Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC-Andhra
APSRTC - 35188,VENNELA (A.C. SLEEPER),00:40,06:25,05h 45m,795.0,27 Seats available,4.8,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 3563,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:00,07:15,06h 15m,448.0,33 Seats available,3.5,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 35266,VENNELA (A.C. SLEEPER),01:25,07:10,05h 45m,795.0,27 Seats available,3.5,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 3590,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:45,08:00,06h 15m,448.0,33 Seats available,4.7,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 3058,VENNELA (A.C. SLEEPER),02:10,07:55,05h 45m,795.0,24 Seats available,3.6,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 3548,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:00,09:20,06h 20m,448.0,34 Seats available,4.5,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 35197,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),03:10,08:35,05h 25m,683.0,49 Seats available,4.7,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 35190,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),04:10,09:30,05h 20m,683.0,49 Seats available,3.9,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 3558,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),04:20,09:20,05h 00m,720.0,43 Seats available,4.6,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 35267,INDRA(A.C. Seater),04:40,10:04,05h 24m,538.0,35 Seats available,3.5,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 3540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,12:05,07h 20m,469.0,33 Seats available,3.1,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 3586,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),05:10,10:25,05h 15m,720.0,44 Seats available,4.2,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 35196,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:50,12:50,07h 00m,469.0,33 Seats available,3.6,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 35062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:55,12:50,06h 55m,444.0,4 Seats available,4.4,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
APSRTC - 35274,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),06:10,11:34,05h 24m,720.0,45 Seats available,4.1,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
FRESHBUS,Electric A/C Seater (2+2),05:50,11:45,05h 55m,650.0,37 Seats available,4.6,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
FRESHBUS,Electric A/C Seater (2+2),10:25,17:00,06h 35m,550.0,41 Seats available,4.6,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
IntrCity SmartBus,AC Sleeper (2+1),23:30,06:45,07h 15m,689.0,31 Seats available,4.7,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
AdSai RK Travels,Non A/C Seater / Sleeper (2+1),23:00,04:35,05h 35m,560.0,32 Seats available,3.8,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
FRESHBUS,Electric A/C Seater (2+2),11:20,17:55,06h 35m,650.0,40 Seats available,4.6,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,TSRTC-Telangana
TGSRTC - 8987,Super Luxury (Non AC Seater 2+2 Push Back),00:25,04:20,03h 55m,320.0,18 Seats available,4.2,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 34333,LAHARI A/C SLEEPER CUM SEATER,00:50,05:00,04h 10m,389.0,33 Seats available,5.0,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 8949,RAJDHANI (A.C. Semi Sleeper),01:15,05:10,03h 55m,389.0,35 Seats available,1.8,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 8885,Lahari Non A/C Sleeper Cum Seater,01:15,05:15,04h 00m,320.0,27 Seats available,4.4,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 8653,RAJADHANI AC (CONVERTED METRO LUXURY),03:00,07:00,04h 00m,389.0,34 Seats available,4.4,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 8631,Rajdhani (AC Semi Sleeper 2+2),03:30,07:30,04h 00m,389.0,16 Seats available,3.4,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 8690,RAJDHANI (A.C. Semi Sleeper),04:30,08:10,03h 40m,389.0,35 Seats available,4.1,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 8611,Super Luxury (Non AC Seater 2+2 Push Back),04:40,08:50,04h 10m,320.0,26 Seats available,3.0,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 8694,RAJADHANI AC (CONVERTED METRO LUXURY),05:00,09:00,04h 00m,389.0,30 Seats available,2.5,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 64959,Super Luxury (Non AC Seater 2+2 Push Back),05:40,10:10,04h 30m,320.0,28 Seats available,4.2,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 64187,Super Luxury (Non AC Seater 2+2 Push Back),05:45,10:30,04h 45m,320.0,31 Seats available,3.4,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 8603,RAJADHANI AC (CONVERTED METRO LUXURY),06:00,10:00,04h 00m,389.0,33 Seats available,3.0,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 8649,RAJDHANI (A.C. Semi Sleeper),06:30,10:30,04h 00m,389.0,35 Seats available,2.6,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 8633,Super Luxury (Non AC Seater 2+2 Push Back),06:45,10:55,04h 10m,320.0,31 Seats available,3.7,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 64016,RAJDHANI (A.C. Semi Sleeper),07:00,11:00,04h 00m,389.0,35 Seats available,2.4,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
Bharathi Tours & Travels,A/C Sleeper (2+1),00:40,05:30,04h 50m,590.0,27 Seats available,3.7,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
Sri Rama Travels,A/C Seater / Sleeper (2+1),01:30,06:45,05h 15m,777.0,32 Seats available,5.0,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
Mahadevv travels,Non A/C Seater / Sleeper (2+1),02:20,05:30,03h 10m,560.0,31 Seats available,3.7,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
Siri Tours and Travels,A/C Seater / Sleeper (2+1),02:29,07:29,05h 00m,670.0,25 Seats available,3.3,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
Orange Tours And Travels,A/C Sleeper (2+1),17:30,21:50,04h 20m,600.0,36 Seats available,3.0,Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,TSRTC-Telangana
TGSRTC - 8678,Super Luxury (Non AC Seater 2+2 Push Back),01:00,05:20,04h 20m,320.0,31 Seats available,4.3,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 8626,RAJDHANI (A.C. Semi Sleeper),04:00,08:00,04h 00m,389.0,32 Seats available,4.0,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 4173,RAJADHANI AC (CONVERTED METRO LUXURY),04:15,10:00,05h 45m,389.0,33 Seats available,3.8,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 8823,Super Luxury (Non AC Seater 2+2 Push Back),04:30,08:45,04h 15m,320.0,14 Seats available,4.3,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 1318,LAHARI A/C SLEEPER CUM SEATER,04:40,09:40,05h 00m,389.0,41 Seats available,4.3,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 8703,Super Luxury (Non AC Seater 2+2 Push Back),05:00,09:45,04h 45m,320.0,31 Seats available,3.7,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 64023,Rajdhani (AC Semi Sleeper 2+2),05:15,11:00,05h 45m,389.0,37 Seats available,4.6,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 1951,LAHARI A/C SLEEPER CUM SEATER,05:35,11:00,05h 25m,389.0,38 Seats available,3.5,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 8809,Super Luxury (Non AC Seater 2+2 Push Back),05:45,11:40,05h 55m,320.0,31 Seats available,4.3,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 8725,Super Luxury (Non AC Seater 2+2 Push Back),06:15,11:55,05h 40m,320.0,29 Seats available,3.8,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 8859,Super Luxury (Non AC Seater 2+2 Push Back),06:15,10:40,04h 25m,320.0,28 Seats available,4.1,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 5558,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),06:30,10:10,03h 40m,389.0,46 Seats available,0.0,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 8806,Super Luxury (Non AC Seater 2+2 Push Back),06:35,12:45,06h 10m,320.0,28 Seats available,4.1,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 8620,Rajdhani (AC Semi Sleeper 2+2),06:45,12:00,05h 15m,389.0,37 Seats available,2.4,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 6923,Super Luxury (Non AC Seater 2+2 Push Back),07:00,11:20,04h 20m,320.0,31 Seats available,3.0,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,00:30,06h 00m,610.0,34 Seats available,3.0,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),19:05,02:30,07h 25m,666.0,36 Seats available,3.9,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30,23:30,04h 00m,800.0,35 Seats available,3.8,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
SBS Tours and Travels,Non A/C Seater / Sleeper (2+1),20:30,03:15,06h 45m,444.0,33 Seats available,0.0,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),21:00,03:15,06h 15m,810.0,51 Seats available,3.8,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,TSRTC-Telangana
TGSRTC - 1268,Super Luxury (Non AC Seater 2+2 Push Back),03:00,10:00,07h 00m,442.0,31 Seats available,4.4,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 1290,Super Luxury (Non AC Seater 2+2 Push Back),03:20,10:20,07h 00m,442.0,31 Seats available,3.8,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 1393,Super Luxury (Non AC Seater 2+2 Push Back),03:30,09:30,06h 00m,442.0,31 Seats available,4.7,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 9641,Super Luxury (Non AC Seater 2+2 Push Back),03:30,10:40,07h 10m,442.0,31 Seats available,4.3,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 1225,Rajdhani (AC Semi Sleeper 2+2),04:00,10:00,06h 00m,524.0,14 Seats available,4.1,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 1270,Super Luxury (Non AC Seater 2+2 Push Back),04:40,11:40,07h 00m,442.0,31 Seats available,4.6,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 9605,Super Luxury (Non AC Seater 2+2 Push Back),04:45,12:40,07h 55m,442.0,31 Seats available,4.1,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 1238,Rajdhani (AC Semi Sleeper 2+2),05:00,12:00,07h 00m,524.0,27 Seats available,4.7,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 1214,Rajdhani (AC Semi Sleeper 2+2),05:00,11:00,06h 00m,524.0,31 Seats available,4.4,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 8600,Super Luxury (Non AC Seater 2+2 Push Back),05:20,10:50,05h 30m,442.0,31 Seats available,4.0,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 1242,Super Luxury (Non AC Seater 2+2 Push Back),05:20,13:40,08h 20m,442.0,31 Seats available,4.1,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 1309,Super Luxury (Non AC Seater 2+2 Push Back),05:20,12:20,07h 00m,442.0,31 Seats available,4.3,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 9633,Super Luxury (Non AC Seater 2+2 Push Back),06:20,13:20,07h 00m,442.0,29 Seats available,3.8,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 9635,Super Luxury (Non AC Seater 2+2 Push Back),06:20,14:20,08h 00m,442.0,26 Seats available,3.5,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 9607,Super Luxury (Non AC Seater 2+2 Push Back),06:25,14:40,08h 15m,442.0,31 Seats available,4.4,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC-Telangana
TGSRTC - 7359,Super Luxury (Non AC Seater 2+2 Push Back),00:10,03:15,03h 05m,283.0,31 Seats available,4.6,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 9508,RAJDHANI (A.C. Semi Sleeper),01:20,04:35,03h 15m,343.0,35 Seats available,3.0,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7475,Super Luxury (Non AC Seater 2+2 Push Back),01:40,04:40,03h 00m,283.0,27 Seats available,4.3,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7150,RAJDHANI (A.C. Semi Sleeper),01:45,04:45,03h 00m,343.0,34 Seats available,3.7,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7375,Super Luxury (Non AC Seater 2+2 Push Back),01:55,04:55,03h 00m,283.0,23 Seats available,3.9,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7130,Super Luxury (Non AC Seater 2+2 Push Back),03:00,06:00,03h 00m,283.0,31 Seats available,3.7,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7053,Super Luxury (Non AC Seater 2+2 Push Back),04:15,07:15,03h 00m,283.0,31 Seats available,3.8,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7306,Super Luxury (Non AC Seater 2+2 Push Back),05:30,08:30,03h 00m,283.0,31 Seats available,4.8,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7104,Super Luxury (Non AC Seater 2+2 Push Back),05:45,08:45,03h 00m,283.0,30 Seats available,4.2,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7175,RAJDHANI (A.C. Semi Sleeper),06:00,09:00,03h 00m,343.0,30 Seats available,3.9,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7343,Super Luxury (Non AC Seater 2+2 Push Back),06:15,09:45,03h 30m,283.0,22 Seats available,4.4,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7338,Super Luxury (Non AC Seater 2+2 Push Back),06:25,09:25,03h 00m,283.0,31 Seats available,3.6,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7143,Super Luxury (Non AC Seater 2+2 Push Back),06:30,10:00,03h 30m,283.0,32 Seats available,3.1,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7340,Super Luxury (Non AC Seater 2+2 Push Back),06:55,09:55,03h 00m,283.0,31 Seats available,4.4,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 7353,Super Luxury (Non AC Seater 2+2 Push Back),07:10,10:35,03h 25m,283.0,31 Seats available,4.5,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),18:15,21:40,03h 25m,500.0,40 Seats available,2.7,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
Milan Travels,A/C Sleeper (2+1),03:45,06:45,03h 00m,4000.0,36 Seats available,3.9,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),18:00,21:55,03h 55m,790.0,34 Seats available,5.0,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
IRA Travels,A/C Sleeper (2+1),18:30,21:45,03h 15m,919.0,28 Seats available,3.9,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
SRI SVR travels,A/C Sleeper (2+1),18:45,23:30,04h 45m,2185.0,30 Seats available,3.4,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC-Telangana
TGSRTC - 9444,Super Luxury (Non AC Seater 2+2 Push Back),00:10,03:25,03h 15m,283.0,31 Seats available,4.0,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TSRTC-Telangana
TGSRTC - 7299,Super Luxury (Non AC Seater 2+2 Push Back),01:30,04:30,03h 00m,283.0,31 Seats available,3.8,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TSRTC-Telangana
TGSRTC - 7659,Super Luxury (Non AC Seater 2+2 Push Back),02:30,05:30,03h 00m,283.0,31 Seats available,4.1,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TSRTC-Telangana
TGSRTC - 7350,Super Luxury (Non AC Seater 2+2 Push Back),03:30,06:45,03h 15m,283.0,31 Seats available,2.2,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TSRTC-Telangana
TGSRTC - 7291,LAHARI A/C SLEEPER CUM SEATER,04:00,07:15,03h 15m,343.0,32 Seats available,2.6,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TSRTC-Telangana
TGSRTC - 7226,Super Luxury (Non AC Seater 2+2 Push Back),05:30,09:30,04h 00m,283.0,27 Seats available,3.9,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,TSRTC-Telangana
